# downsampled raw LIO trajectory
# t_rel	x	y	z
19.73550	2.20838	8.40730	-1.14453
19.80100	2.22332	8.42513	-1.14685
19.80100	2.24388	8.44210	-1.14648
19.86560	2.25972	8.45348	-1.14565
19.86560	2.27134	8.46379	-1.14709
19.93040	2.27725	8.48071	-1.14850
19.93040	2.29544	8.49052	-1.14781
19.99990	2.30769	8.50392	-1.14208
19.99990	2.31861	8.51283	-1.14298
20.06100	2.32597	8.52107	-1.14381
20.06100	2.33867	8.52504	-1.14484
20.12650	2.34638	8.53051	-1.13911
20.12650	2.35655	8.53334	-1.13802
20.19240	2.36831	8.54519	-1.13224
20.19240	2.36870	8.54934	-1.13285
20.25650	2.37406	8.55542	-1.14370
20.25650	2.37174	8.56823	-1.15330
20.25650	2.38038	8.57540	-1.15024
20.32150	2.38369	8.58620	-1.14433
20.32150	2.38538	8.59515	-1.14261
20.38700	2.38787	8.60839	-1.13992
20.38700	2.39936	8.61864	-1.13521
20.45200	2.39739	8.62915	-1.13140
20.45200	2.39623	8.64061	-1.13746
20.51700	2.39595	8.66121	-1.13914
20.51700	2.41436	8.67679	-1.13533
20.51700	2.42716	8.69115	-1.13732
20.58250	2.44103	8.70443	-1.14373
20.58250	2.46125	8.72338	-1.14264
20.64750	2.48223	8.72740	-1.14703
20.64750	2.49403	8.73978	-1.14167
20.71250	2.50917	8.74673	-1.14475
20.71250	2.51606	8.75738	-1.14496
20.77800	2.52356	8.76639	-1.14474
20.77800	2.53180	8.77131	-1.13770
20.84260	2.54194	8.78048	-1.13450
20.84260	2.54867	8.78760	-1.12939
20.90800	2.55679	8.79212	-1.13237
20.90800	2.55688	8.79744	-1.13932
20.97350	2.55603	8.80827	-1.14843
20.97350	2.56517	8.81481	-1.14645
20.97350	2.57122	8.82281	-1.14071
21.03800	2.57704	8.83058	-1.13921
21.03800	2.58820	8.84426	-1.13449
21.10350	2.59748	8.84922	-1.13100
21.10350	2.60317	8.85308	-1.13011
21.16910	2.61585	8.86487	-1.13368
21.16910	2.62620	8.87656	-1.13935
21.23510	2.63551	8.88243	-1.14273
21.23510	2.64353	8.88993	-1.14198
21.29910	2.64931	8.90885	-1.14438
21.29910	2.65916	8.92058	-1.13900
21.36400	2.67564	8.92394	-1.13270
21.36400	2.68516	8.93660	-1.13582
21.42910	2.69215	8.95172	-1.13643
21.42910	2.70838	8.95994	-1.13292
21.49400	2.72025	8.96946	-1.13138
21.49400	2.73140	8.99066	-1.13727
21.55910	2.76129	9.00574	-1.13176
21.55910	2.77229	9.01661	-1.13374
21.62450	2.78180	9.03624	-1.13144
21.62450	2.79284	9.05891	-1.13164
21.68950	2.80212	9.07562	-1.12867
21.68950	2.81365	9.09110	-1.12848
21.75450	2.82333	9.11315	-1.12816
21.75450	2.83968	9.12956	-1.12544
21.82000	2.84798	9.14327	-1.12744
21.82000	2.86462	9.16287	-1.13201
21.88490	2.86834	9.17303	-1.13619
21.88490	2.87555	9.18452	-1.13589
21.95010	2.88171	9.19885	-1.13310
21.95010	2.89157	9.21495	-1.13793
22.01550	2.90917	9.23162	-1.13701
22.01550	2.91830	9.24590	-1.14157
22.08000	2.92756	9.25850	-1.14409
22.08000	2.94400	9.26320	-1.14461
22.14550	2.93881	9.27460	-1.14505
22.21050	2.94554	9.28271	-1.14618
22.21050	2.97533	9.29044	-1.14718
22.27560	2.97620	9.29396	-1.15107
22.27560	2.98019	9.30019	-1.14181
22.34100	2.97646	9.30776	-1.14692
22.34100	2.97721	9.31070	-1.13852
22.40600	2.97374	9.31363	-1.12676
22.40600	2.97862	9.31652	-1.12032
22.47050	2.99222	9.32345	-1.12049
22.47050	2.98476	9.32540	-1.12345
22.53630	2.99169	9.32411	-1.12632
22.53630	3.00066	9.33134	-1.13458
22.60150	3.00835	9.33276	-1.13417
22.60150	2.99789	9.33794	-1.13801
22.66600	3.01027	9.33778	-1.13629
22.66600	3.00340	9.34743	-1.13357
22.73240	3.00011	9.34610	-1.12505
22.79660	2.99780	9.34580	-1.13208
22.79660	3.00142	9.34727	-1.13480
22.86170	2.99436	9.34390	-1.13709
22.86170	3.00151	9.34406	-1.13819
22.92670	3.00892	9.34263	-1.14620
22.92670	3.02502	9.34467	-1.13414
22.99240	3.02358	9.34378	-1.13355
22.99240	3.02241	9.34179	-1.13662
23.05710	3.04182	9.34223	-1.12788
23.05710	3.04377	9.33723	-1.11866
23.12200	3.04543	9.33357	-1.12522
23.12200	3.05426	9.34689	-1.13727
23.18790	3.05393	9.34778	-1.12708
23.18790	3.05115	9.34866	-1.13002
23.25250	3.04506	9.35081	-1.13837
23.25250	3.05287	9.35143	-1.12741
23.31700	3.04775	9.34781	-1.11966
23.31700	3.04019	9.34944	-1.12135
23.38250	3.04861	9.35865	-1.11920
23.38250	3.03938	9.35401	-1.11056
23.44810	3.02989	9.35101	-1.12386
23.51250	3.02577	9.35088	-1.13426
23.51250	3.01914	9.34561	-1.13613
23.57800	3.00065	9.35093	-1.13644
23.57800	3.00434	9.35500	-1.13978
23.64360	3.01157	9.35572	-1.13077
23.64360	2.99802	9.35903	-1.12792
23.70800	2.99861	9.35493	-1.13626
23.70800	2.99379	9.35706	-1.12960
23.77300	2.98559	9.35465	-1.12623
23.83850	2.98484	9.34703	-1.14065
23.83850	2.98278	9.33828	-1.13944
23.90300	2.97258	9.33496	-1.13526
23.90300	2.97338	9.32054	-1.14113
23.97310	2.97588	9.30382	-1.13744
23.97310	2.97760	9.28891	-1.12909
24.03400	2.96927	9.27177	-1.12393
24.03400	2.96481	9.25563	-1.11246
24.09900	2.94974	9.25371	-1.10953
24.09900	2.91821	9.24431	-1.09404
24.16500	2.90934	9.23219	-1.10433
24.16500	2.91070	9.22621	-1.09683
24.22960	2.89969	9.21875	-1.09421
24.22960	2.86441	9.22888	-1.09512
24.29390	2.85170	9.21860	-1.10262
24.29390	2.83516	9.21077	-1.10517
24.35950	2.82381	9.20236	-1.11289
24.35950	2.81958	9.18701	-1.13709
24.42450	2.82017	9.17206	-1.13349
24.42450	2.82227	9.15395	-1.14130
24.48950	2.81853	9.14161	-1.13636
24.48950	2.82049	9.13396	-1.14277
24.55450	2.82572	9.12676	-1.15087
24.55450	2.82661	9.12450	-1.15769
24.62000	2.82416	9.11775	-1.15518
24.62000	2.81448	9.11298	-1.16179
24.68500	2.80161	9.11092	-1.16850
24.68500	2.79951	9.10705	-1.16160
24.75050	2.79630	9.10754	-1.16456
24.75050	2.79139	9.10545	-1.16659
24.81560	2.78149	9.10403	-1.16661
24.81560	2.77375	9.11025	-1.16498
24.88100	2.77309	9.12194	-1.16460
24.88100	2.75230	9.13273	-1.16460
24.94600	2.74506	9.13289	-1.16512
24.94600	2.75202	9.14231	-1.15578
25.01150	2.74379	9.14986	-1.15249
25.01150	2.74888	9.15012	-1.14523
25.07650	2.74388	9.14820	-1.14750
25.07650	2.75365	9.15412	-1.14253
25.14150	2.75720	9.15668	-1.13524
25.14150	2.75459	9.15724	-1.13909
25.20700	2.75981	9.16580	-1.14028
25.20700	2.76750	9.16853	-1.14393
25.27200	2.77479	9.17100	-1.13483
25.27200	2.77353	9.16984	-1.14306
25.33650	2.78540	9.17715	-1.14786
25.33650	2.79239	9.17481	-1.14701
25.40250	2.79397	9.17584	-1.14486
25.40250	2.79119	9.18192	-1.14608
25.46750	2.79957	9.18653	-1.14838
25.46750	2.81326	9.17883	-1.14607
25.53260	2.81776	9.17746	-1.14811
25.53260	2.81996	9.17688	-1.14756
25.53260	2.82023	9.17333	-1.14120
25.59750	2.82607	9.16734	-1.12870
25.59750	2.82165	9.16437	-1.13540
25.66250	2.84687	9.17766	-1.11879
25.66250	2.84753	9.17762	-1.10673
25.72750	2.85335	9.17295	-1.10855
25.72750	2.86832	9.17060	-1.10403
25.79300	2.87437	9.16707	-1.09009
25.79300	2.87828	9.16673	-1.08339
25.85800	2.88370	9.16044	-1.08819
25.85800	2.89168	9.15892	-1.08650
25.92330	2.89790	9.14889	-1.07930
25.92330	2.90452	9.13858	-1.08614
25.98850	2.90497	9.12452	-1.08899
25.98850	2.90027	9.11235	-1.08793
26.05350	2.90057	9.09532	-1.08754
26.05350	2.90284	9.08208	-1.09817
26.11820	2.91737	9.06645	-1.09668
26.11820	2.91812	9.04975	-1.10054
26.18400	2.91797	9.02853	-1.10865
26.18400	2.91967	9.00642	-1.11355
26.24910	2.91622	8.98976	-1.11332
26.24910	2.90968	8.96395	-1.11492
26.32000	2.91027	8.93735	-1.12002
26.32000	2.95319	8.92643	-1.10993
26.37900	2.95663	8.90643	-1.10499
26.37900	2.96260	8.88915	-1.10436
26.44420	2.97427	8.87570	-1.09836
26.44420	2.98759	8.85937	-1.08054
26.50900	2.98937	8.83914	-1.07075
26.50900	2.99388	8.82239	-1.07192
26.57450	3.02975	8.80857	-1.05139
26.57450	3.04089	8.78824	-1.05158
26.63950	3.04798	8.77307	-1.05699
26.63950	3.05726	8.75834	-1.05676
26.70450	3.08901	8.74207	-1.03678
26.70450	3.10092	8.72328	-1.03630
26.77000	3.11018	8.70865	-1.03594
26.77000	3.14494	8.69895	-1.02394
26.84040	3.15803	8.68069	-1.01339
26.84040	3.16314	8.66990	-1.01372
26.89950	3.16585	8.65625	-1.02310
26.89950	3.18786	8.64128	-1.01384
26.96530	3.19505	8.62543	-1.00939
26.96530	3.19969	8.61567	-1.00630
27.03000	3.22501	8.60702	-0.99896
27.03000	3.23973	8.59103	-0.99182
27.09500	3.24865	8.58198	-0.98826
27.09500	3.24835	8.57656	-0.98886
27.16030	3.27967	8.56621	-0.97402
27.16030	3.28960	8.56360	-0.97349
27.22520	3.29481	8.57100	-0.98155
27.22520	3.32417	8.58268	-0.97836
27.29000	3.33042	8.59564	-0.97799
27.29000	3.34100	8.60625	-0.97889
27.35500	3.34138	8.61372	-0.98424
27.35500	3.35485	8.61644	-0.97658
27.42070	3.35450	8.62917	-0.97507
27.42070	3.36144	8.63211	-0.97478
27.48530	3.38062	8.63356	-0.96835
27.48530	3.38445	8.63677	-0.96865
27.55050	3.38842	8.63405	-0.96984
27.55050	3.38553	8.63130	-0.97329
27.61600	3.37911	8.63174	-0.97209
27.68100	3.37018	8.63319	-0.97290
27.68100	3.36438	8.63326	-0.97426
27.68100	3.40378	8.63257	-0.95373
27.74990	3.40278	8.63169	-0.95118
27.74990	3.39907	8.63019	-0.95609
27.81150	3.38898	8.63077	-0.96209
27.81150	3.39434	8.61787	-0.95605
27.87650	3.38858	8.61674	-0.95424
27.87650	3.38242	8.61273	-0.95774
27.94150	3.39215	8.61041	-0.95835
27.94150	3.38078	8.60507	-0.95771
28.00650	3.37184	8.59693	-0.96049
28.00650	3.36694	8.58602	-0.96545
28.07180	3.36933	8.56938	-0.95632
28.07180	3.35586	8.56382	-0.95614
28.13700	3.34355	8.56050	-0.95899
28.13700	3.34695	8.55313	-0.95813
28.20200	3.33422	8.54442	-0.95676
28.20200	3.32265	8.53511	-0.95885
28.26700	3.30932	8.52542	-0.96255
28.26700	3.31192	8.51680	-0.95925
28.33200	3.29548	8.50858	-0.95960
28.33200	3.28217	8.50068	-0.95870
28.39750	3.29394	8.49347	-0.95300
28.39750	3.28426	8.48326	-0.95001
28.46200	3.27464	8.47704	-0.95324
28.46200	3.26021	8.47110	-0.96258
28.52700	3.25997	8.46103	-0.96153
28.52700	3.24384	8.45448	-0.95701
28.59300	3.22998	8.45026	-0.96391
28.59300	3.21963	8.44674	-0.96349
28.65800	3.22501	8.44161	-0.95563
28.65800	3.21384	8.43533	-0.96043
28.72300	3.19790	8.42873	-0.96568
28.72300	3.19450	8.41696	-0.96491
28.78840	3.17471	8.41014	-0.96680
28.78840	3.15653	8.40635	-0.97338
28.85270	3.14150	8.40416	-0.97614
28.85270	3.13302	8.39723	-0.97939
28.91800	3.11560	8.38911	-0.98464
28.91800	3.09742	8.38290	-0.99274
28.98400	3.10159	8.36978	-0.98565
28.98400	3.07761	8.36367	-0.98536
29.04850	3.05829	8.36048	-0.98823
29.04850	3.06209	8.34979	-0.98609
29.11360	3.05219	8.33829	-0.98581
29.11360	3.03508	8.33093	-0.98621
29.17900	3.01906	8.32535	-0.99288
29.17900	3.02104	8.31777	-0.99125
29.24400	3.00038	8.30980	-0.98762
29.24400	2.97855	8.30639	-0.99506
29.30910	2.97474	8.29502	-0.99700
29.30910	2.97410	8.28393	-0.99296
29.37450	2.95669	8.27455	-0.99737
29.37450	2.94002	8.26779	-1.00558
29.43910	2.93171	8.25395	-1.00253
29.43910	2.90720	8.24144	-0.99670
29.50400	2.88559	8.23813	-1.00036
29.50400	2.88176	8.22736	-1.00453
29.56960	2.88865	8.21235	-1.00022
29.56960	2.87610	8.20014	-0.99905
29.63460	2.85804	8.19239	-1.01007
29.63460	2.85192	8.17955	-1.00613
29.69960	2.83495	8.17050	-1.00457
29.69960	2.81352	8.16469	-1.00564
29.76500	2.79644	8.16000	-1.01327
29.76500	2.80758	8.15093	-1.00823
29.82990	2.79052	8.13940	-1.01017
29.82990	2.76842	8.13479	-1.01950
29.89500	2.76382	8.12084	-1.01768
29.89500	2.73867	8.10763	-1.01603
29.96000	2.71517	8.10087	-1.02221
29.96000	2.69662	8.08846	-1.03034
30.02520	2.68874	8.07629	-1.02887
30.02520	2.66170	8.06642	-1.03521
30.09100	2.63620	8.05837	-1.04267
30.09100	2.62633	8.04358	-1.04090
30.15580	2.59315	8.03677	-1.03552
30.15580	2.56083	8.02604	-1.03468
30.22100	2.53330	8.01802	-1.04581
30.22100	2.53774	8.00723	-1.04303
30.28550	2.50392	8.00093	-1.04962
30.28550	2.47276	7.99159	-1.05543
30.35110	2.46138	7.97865	-1.05719
30.35110	2.42507	7.97338	-1.05562
30.41600	2.38626	7.96176	-1.06111
30.41600	2.36736	7.95214	-1.07100
30.48100	2.35536	7.94127	-1.07165
30.48100	2.32118	7.93052	-1.07618
30.54990	2.29318	7.91965	-1.08476
30.54990	2.26265	7.90859	-1.08247
30.61150	2.22795	7.89455	-1.08053
30.61150	2.18364	7.88233	-1.08318
30.67650	2.15002	7.87072	-1.10133
30.67650	2.14436	7.85879	-1.09214
30.74150	2.09155	7.84382	-1.10135
30.74150	2.05314	7.83189	-1.11781
30.80750	2.02952	7.81439	-1.11171
30.80750	1.98410	7.80244	-1.10696
30.87200	1.93511	7.78678	-1.11719
30.87200	1.89395	7.77096	-1.13104
30.93660	1.90386	7.75814	-1.11892
30.93660	1.85261	7.74123	-1.12905
31.00260	1.81353	7.71975	-1.14232
31.00260	1.78874	7.69871	-1.13910
31.06700	1.74426	7.68184	-1.13275
31.06700	1.69545	7.66426	-1.14037
31.13200	1.65733	7.64948	-1.15311
31.13200	1.64476	7.62167	-1.14481
31.19750	1.59985	7.60144	-1.14590
31.19750	1.55134	7.58369	-1.15563
31.26260	1.50068	7.55968	-1.16309
31.26260	1.46690	7.52778	-1.16055
31.32750	1.40866	7.50011	-1.16563
31.32750	1.36308	7.47319	-1.18296
31.39360	1.30157	7.44835	-1.18332
31.39360	1.23588	7.41321	-1.18772
31.45800	1.17997	7.38735	-1.19526
31.45800	1.12511	7.35718	-1.19921
31.52850	1.05275	7.32043	-1.20157
31.52850	0.98530	7.28522	-1.20519
31.59300	0.92824	7.25521	-1.21647
31.59300	0.85593	7.22318	-1.22858
31.65860	0.77915	7.17504	-1.23313
31.65860	0.70799	7.13485	-1.23970
31.72350	0.65964	7.09661	-1.24826
31.72350	0.56953	7.04833	-1.24590
31.78850	0.49110	7.00233	-1.24138
31.78850	0.42937	6.95889	-1.24900
31.85350	0.35853	6.91558	-1.25458
31.85350	0.27193	6.86122	-1.25896
31.91900	0.20244	6.81763	-1.25593
31.91900	0.13154	6.77565	-1.26124
31.98400	0.03134	6.71983	-1.27114
31.98400	-0.06303	6.66159	-1.26634
32.04950	-0.12273	6.62419	-1.26561
32.04950	-0.22417	6.56045	-1.27624
32.11450	-0.30736	6.50829	-1.27142
32.11450	-0.38924	6.45281	-1.26336
32.17950	-0.45663	6.41410	-1.26066
32.17950	-0.55740	6.35067	-1.26890
32.24500	-0.63195	6.29697	-1.26659
32.24500	-0.70589	6.24003	-1.25807
32.31050	-0.78158	6.18489	-1.25723
32.31050	-0.87490	6.12383	-1.25494
32.37550	-0.95749	6.06015	-1.25449
32.37550	-1.03739	6.01097	-1.24213
32.37550	-1.12911	5.95096	-1.23100
32.44050	-1.22835	5.87546	-1.22789
32.44050	-1.29879	5.82014	-1.23084
32.50600	-1.37528	5.76627	-1.22225
32.50600	-1.47100	5.69300	-1.21077
32.57100	-1.56476	5.62478	-1.20250
32.57100	-1.63505	5.58617	-1.19440
32.63580	-1.71964	5.52352	-1.19031
32.63580	-1.81388	5.44756	-1.17905
32.70150	-1.87322	5.39636	-1.14050
32.70150	-1.94377	5.33541	-1.12914
32.76650	-2.03295	5.25919	-1.11200
32.83210	-2.11122	5.19266	-1.09378
32.83210	-2.18501	5.12850	-1.07636
32.89700	-2.26011	5.04981	-1.06816
32.89700	-2.33375	4.97930	-1.07056
32.96200	-2.41581	4.91883	-1.07447
32.96200	-2.49841	4.85139	-1.06354
33.02750	-2.56170	4.79776	-1.05489
33.02750	-2.63933	4.75200	-1.06776
33.09240	-2.70284	4.70270	-1.06094
33.09240	-2.79384	4.64245	-1.04327
33.15760	-2.84003	4.61073	-1.03354
33.15760	-2.90216	4.56831	-1.03399
33.22310	-2.97287	4.51672	-1.00876
33.22310	-3.03655	4.47473	-0.99967
33.28800	-3.07821	4.44832	-0.99088
33.28800	-3.13450	4.41258	-0.98040
33.35350	-3.18358	4.38293	-0.95923
33.35350	-3.23007	4.35938	-0.94195
33.42250	-3.26921	4.33347	-0.92798
33.42250	-3.31980	4.30080	-0.92234
33.48350	-3.36342	4.26972	-0.90897
33.48350	-3.37204	4.23258	-0.90297
33.54910	-3.40586	4.20376	-0.89884
33.54910	-3.44007	4.17280	-0.88574
33.61460	-3.47125	4.14506	-0.87228
33.61460	-3.51841	4.13534	-0.86896
33.67910	-3.55214	4.11744	-0.86462
33.67910	-3.59024	4.08628	-0.85587
33.74400	-3.60113	4.05518	-0.85696
33.74400	-3.63450	4.04029	-0.85466
33.74400	-3.65043	4.02748	-0.85046
33.80950	-3.67227	4.01011	-0.84922
33.80950	-3.68976	3.99523	-0.84878
33.87450	-3.70641	3.98732	-0.84658
33.87450	-3.72509	3.97605	-0.84432
33.94260	-3.74596	3.96449	-0.84073
33.94260	-3.76656	3.95948	-0.83059
34.00500	-3.78379	3.95418	-0.82919
34.00500	-3.78324	3.95702	-0.83181
34.06970	-3.80019	3.94756	-0.82856
34.06970	-3.79887	3.95370	-0.82590
34.13570	-3.80544	3.95344	-0.82588
34.13570	-3.80922	3.94970	-0.82720
34.20050	-3.81681	3.94302	-0.82382
34.20050	-3.81346	3.94229	-0.82207
34.26930	-3.81546	3.94001	-0.81834
34.26930	-3.81926	3.94008	-0.82028
34.26930	-3.81904	3.93734	-0.81940
34.33060	-3.81645	3.94048	-0.81930
34.33060	-3.81095	3.94150	-0.81976
34.39580	-3.80757	3.94531	-0.82411
34.39580	-3.80829	3.94863	-0.82198
34.46100	-3.80225	3.94816	-0.82178
34.46100	-3.79628	3.94643	-0.82272
34.52580	-3.79606	3.94306	-0.82614
34.52580	-3.78645	3.94578	-0.82328
34.59120	-3.76372	3.94905	-0.82342
34.59120	-3.75233	3.95301	-0.82549
34.59120	-3.74803	3.94901	-0.83008
34.65600	-3.73604	3.95113	-0.82925
34.65600	-3.72171	3.95131	-0.82856
34.72100	-3.70588	3.95468	-0.82818
34.72100	-3.67123	3.96051	-0.83203
34.78660	-3.64470	3.97117	-0.83382
34.78660	-3.62048	3.97236	-0.83117
34.85160	-3.60397	3.96548	-0.82931
34.85160	-3.58840	3.97678	-0.83345
34.85160	-3.56620	3.97623	-0.83715
34.91650	-3.53746	3.97823	-0.84144
34.91650	-3.51012	3.98555	-0.84012
34.98210	-3.48228	3.99489	-0.83407
34.98210	-3.44972	3.99354	-0.83529
35.04730	-3.41625	3.99409	-0.83512
35.04730	-3.39286	3.99126	-0.83627
35.11200	-3.35458	3.99254	-0.84974
35.11200	-3.31282	3.99347	-0.85024
35.18440	-3.27872	3.99115	-0.84818
35.18440	-3.25673	3.99004	-0.84443
35.24250	-3.21756	3.99616	-0.83623
35.24250	-3.17439	3.99585	-0.83149
35.30700	-3.14124	3.98946	-0.83279
35.30700	-3.12928	3.98292	-0.83349
35.37250	-3.09933	3.98947	-0.83744
35.37250	-3.06029	3.99323	-0.83973
35.43800	-3.05742	3.99404	-0.84025
35.43800	-3.02501	3.99823	-0.84032
35.50260	-2.99218	4.00365	-0.84061
35.50260	-2.95721	4.01125	-0.84089
35.50260	-2.97546	4.01125	-0.85520
35.56800	-2.95150	4.01572	-0.85910
35.63350	-2.92605	4.02166	-0.86110
35.63350	-2.91238	4.02450	-0.85347
35.63350	-2.88884	4.03357	-0.84595
35.69850	-2.86678	4.03916	-0.84945
35.69850	-2.85164	4.03990	-0.84873
35.76350	-2.85980	4.03962	-0.84880
35.76350	-2.84317	4.04855	-0.85190
35.82870	-2.83368	4.04697	-0.84933
35.82870	-2.82179	4.05211	-0.85049
35.89400	-2.81923	4.05230	-0.84817
35.89400	-2.80446	4.05708	-0.84403
35.95900	-2.79594	4.05482	-0.84130
35.95900	-2.78685	4.06036	-0.84165
35.95900	-2.79531	4.05659	-0.84225
36.02460	-2.79023	4.05912	-0.84552
36.02460	-2.78787	4.05996	-0.84985
36.08900	-2.78708	4.06213	-0.84834
36.08900	-2.78899	4.06075	-0.84540
36.15400	-2.78648	4.06626	-0.84728
36.15400	-2.78331	4.06361	-0.84718
36.21950	-2.78807	4.06054	-0.84637
36.21950	-2.81578	4.05215	-0.84895
36.21950	-2.81980	4.04958	-0.85152
36.28450	-2.82003	4.04952	-0.85125
36.28450	-2.81276	4.04696	-0.84768
36.34950	-2.81812	4.04464	-0.84774
36.34950	-2.81786	4.04372	-0.85129
36.41500	-2.81626	4.04146	-0.84865
36.41500	-2.81932	4.04500	-0.84432
36.47950	-2.81835	4.04132	-0.84696
36.47950	-2.81626	4.03648	-0.84782
36.54500	-2.81105	4.03993	-0.84171
36.54500	-2.80137	4.03125	-0.83935
36.61000	-2.79767	4.02537	-0.85010
36.61000	-2.78536	4.03172	-0.85427
36.67510	-2.77247	4.03399	-0.85622
36.67510	-2.77020	4.04323	-0.86004
36.67510	-2.76335	4.04421	-0.86250
36.74050	-2.75102	4.04538	-0.86481
36.74050	-2.74361	4.04830	-0.85186
36.80520	-2.73739	4.04455	-0.85083
36.80520	-2.73318	4.04105	-0.84928
36.87060	-2.72194	4.04216	-0.85341
36.87060	-2.72513	4.03802	-0.85607
36.93550	-2.74425	4.02672	-0.86279
36.93550	-2.73722	4.02347	-0.86643
37.00290	-2.73353	4.02163	-0.85935
37.00290	-2.74729	4.00868	-0.85673
37.06570	-2.76913	4.00080	-0.85551
37.06570	-2.77476	3.98459	-0.85255
37.13100	-2.77144	3.98368	-0.84536
37.13100	-2.75960	3.97885	-0.83883
37.13100	-2.76778	3.96219	-0.84231
37.19650	-2.76529	3.95513	-0.84751
37.19650	-2.76595	3.94609	-0.84316
37.26080	-2.79990	3.93601	-0.84286
37.26080	-2.81263	3.92789	-0.84194
37.32560	-2.80517	3.93938	-0.83807
37.32560	-2.81676	3.93062	-0.83208
37.39100	-2.81066	3.91141	-0.82459
37.39100	-2.81618	3.90033	-0.82149
37.45650	-2.81433	3.89218	-0.81165
37.45650	-2.82563	3.88097	-0.80820
37.52150	-2.82369	3.87170	-0.80918
37.52150	-2.82874	3.86017	-0.80460
37.58650	-2.83892	3.83997	-0.79364
37.58650	-2.84073	3.83459	-0.78661
37.58650	-2.84076	3.81372	-0.78706
37.65150	-2.84459	3.79795	-0.78461
37.65150	-2.84129	3.78970	-0.77667
37.71700	-2.85352	3.76807	-0.76857
37.71700	-2.85803	3.75599	-0.77029
37.78120	-2.84581	3.75871	-0.77147
37.78120	-2.84485	3.74462	-0.76193
37.84700	-2.82064	3.73213	-0.76803
37.84700	-2.82099	3.71435	-0.78316
37.91200	-2.81441	3.70582	-0.78759
37.91200	-2.80373	3.69072	-0.78141
37.97700	-2.79420	3.68317	-0.77501
37.97700	-2.79689	3.67381	-0.77498
38.04280	-2.78904	3.66324	-0.76594
38.04280	-2.75205	3.66027	-0.75752
38.10700	-2.74024	3.64831	-0.75356
38.10700	-2.72986	3.64176	-0.75625
38.17210	-2.71237	3.62640	-0.75373
38.17210	-2.67483	3.61980	-0.75059
38.17210	-2.64836	3.61240	-0.74643
38.23750	-2.62489	3.60696	-0.74374
38.23750	-2.59764	3.59608	-0.73025
38.30250	-2.57975	3.58548	-0.72498
38.30250	-2.56777	3.57727	-0.72235
38.36790	-2.54500	3.56944	-0.71694
38.36790	-2.53893	3.55019	-0.70508
38.43300	-2.52047	3.53542	-0.70622
38.43300	-2.51075	3.52011	-0.71403
38.49750	-2.49621	3.50721	-0.71815
38.49750	-2.48041	3.50223	-0.72050
38.56300	-2.48053	3.48690	-0.73435
38.56300	-2.47579	3.48026	-0.73777
38.62850	-2.46509	3.47398	-0.73285
38.62850	-2.46980	3.46819	-0.72976
38.69300	-2.46777	3.46235	-0.72395
38.69300	-2.46131	3.45933	-0.72146
38.75900	-2.42163	3.46181	-0.71261
38.75900	-2.40884	3.46088	-0.71436
38.82400	-2.38819	3.46390	-0.70691
38.82400	-2.37460	3.46175	-0.70133
38.88920	-2.37002	3.46517	-0.70305
38.88920	-2.36556	3.46537	-0.70086
38.95400	-2.35629	3.46894	-0.69126
38.95400	-2.33373	3.48120	-0.68847
39.01900	-2.32828	3.47113	-0.69244
39.01900	-2.31496	3.47361	-0.69655
39.08410	-2.28940	3.48737	-0.70466
39.08410	-2.27555	3.49911	-0.71475
39.14900	-2.25613	3.51361	-0.72385
39.21400	-2.23583	3.53522	-0.73127
39.21400	-2.23392	3.53900	-0.73769
39.21400	-2.23080	3.55074	-0.74708
39.27950	-2.22903	3.56393	-0.74845
39.34450	-2.23832	3.57654	-0.74956
39.34450	-2.22907	3.58031	-0.74836
39.40950	-2.22931	3.59136	-0.74307
39.40950	-2.23904	3.59702	-0.74102
39.47500	-2.23564	3.59364	-0.73447
39.47500	-2.24015	3.59566	-0.73214
39.54010	-2.24483	3.60310	-0.72342
39.54010	-2.25707	3.60091	-0.72314
39.60980	-2.26293	3.60093	-0.72379
39.60980	-2.27386	3.59968	-0.72100
39.67050	-2.28373	3.60203	-0.72498
39.67050	-2.28503	3.60007	-0.73030
39.73560	-2.29157	3.59550	-0.73075
39.73560	-2.30336	3.59663	-0.72777
39.80050	-2.30695	3.59792	-0.72693
39.80050	-2.31058	3.59595	-0.72597
39.86600	-2.32195	3.59579	-0.72323
39.86600	-2.33576	3.59246	-0.72764
39.93100	-2.33834	3.58176	-0.72779
39.93100	-2.34668	3.58059	-0.72442
39.99600	-2.36107	3.58106	-0.72171
39.99600	-2.36456	3.57663	-0.72275
40.06110	-2.36926	3.57170	-0.72273
40.06110	-2.38095	3.56778	-0.72038
40.12660	-2.38856	3.56388	-0.72056
40.12660	-2.38592	3.55230	-0.71998
40.19100	-2.39282	3.54884	-0.71496
40.19100	-2.40114	3.54320	-0.71153
40.25700	-2.39278	3.53511	-0.71161
40.25700	-2.39670	3.52586	-0.71143
40.32150	-2.40421	3.51888	-0.70884
40.32150	-2.39308	3.50948	-0.70491
40.38700	-2.37323	3.49648	-0.69851
40.38700	-2.36973	3.48699	-0.69390
40.45200	-2.36195	3.47672	-0.69187
40.45200	-2.34499	3.46693	-0.68902
40.51700	-2.33425	3.46039	-0.68692
40.51700	-2.32715	3.45048	-0.68543
40.58200	-2.32161	3.43552	-0.68295
40.58200	-2.30987	3.42966	-0.68223
40.64750	-2.30734	3.42167	-0.68138
